0,0,0.15600918946213355
0,1,0.15942181710594494
0,0,0.15600918946213355
0,1,0.15942181710594494
0,2,0.16673014819409154
0,3,0.17212323004726898
0,4,0.17526408962283757
0,5,0.18689553880448917
0,6,0.19268789255107827
0,7,0.2000505075060326
0,8,0.2072577243854791
0,9,0.2133963273919501
0,10,0.21557351912213873
0,0,0.15600918946213355
0,1,0.15942181710594494
0,0,0.15600918946213355
0,1,0.15942181710594494
0,0,0.15600918946213355
0,1,0.15942181710594494
0,2,0.16673014819409154
0,3,0.17212323004726898
0,4,0.17526408962283757
0,5,0.18689553880448917
0,6,0.19268789255107827
0,7,0.2000505075060326
0,8,0.2072577243854791
0,0,0.15600918946213355
